semantic_id,center_status,uncertainty_status,reason_codes
6a33082e5afe5514411337febaef89b3e70d3189f3ee768e07f25bf0ad31b77c,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d635f477c6fdb69e737c528dfc8dfb6fdf4e6a32a5b0047fcc9765ff25a81258,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
19b9388c8ecafdf1ddc4bb47553f7a40beac28dacd57f5e52f37570ae704ce0b,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
13082627dbda1ac0f00c746c60f83a62571d0b829f3f215d7f0d2bab716c37cf,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
145625126a9a242e58f3ab53a8d6cd8567fba4ccf7dbf76fe7d5f6de4a156be6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d48b525bb156a80c6c12b66f9a914049bd5fcf578aeb099891788c6aa958f0cf,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
7009810ae8d43327bef6ece8b09a45bcb9527eb91bd4391996e9b0ad54c01c58,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
ad32b57cd5e3baaa59db5192902fb7f6dd5ea836a28958b0bdf02f3299421506,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b46f0265e2c113f61da3432a0170849bba20c0e6813f60069c59feb7b3c797b9,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
70ab753578c0e69c8cdb835b88e2ad5d072d74fbcbe4e18f06da8d221da4cf28,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
706e6a26873521cfc042a1975eaed196fb5fc21cbee3e4f7a44fe6945b356ffa,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
aee61d5631dadce456c58cf28fb14670c1c7101690045aaaa34cf264781509bf,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
07ceedda43a191013c27dd42684fef9516ea9596c3cf6338cafa9526cb262c1f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
9091e1daf84f46362dc296102996e4e180d3af85206f037bc2aa395b8ecc8cd5,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
a3191a2e450e3091703a6c167893d9f99744508844994da19e21e43def1e0ed1,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
83717c5523e83f204d34d4afe0ba665b3e464ecfac9b10e316f973e64e00eda9,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
2cd509abac63684b577e095c54b295d56335dd0ae6bd9c5a502a93d471a6ef47,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
5c094e7fbb8debc0f93a06054de0ca76b6b3ad216e666be95558e4f21c499ce0,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
636458192e9204059ae6eab4fd52d43b00aa4c36d96bade78ed73e6769021d66,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
f7e9f18ec191615eb139075dd0eaa29b0b417f86e2fede61fe2761a76526c4fa,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
1cb429a604b98ff76c1f19a041b9f8eee4d4da56ad8ca1d7b1c34124c3c460db,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
78a9914cf0125ae7398d173572bb00a78f39d09ec616b8c9bdee3ae1e32cbba6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
cd74f3fbcee58619bea8684166bb3a5c9f8050c6caf946029d45ecd2a7676878,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
acbaf9068cd0e5e9f5c1772d8b4000f09e7cfb1d4b350dc2555d74f634f94f11,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
738ded83c19c2908d2dc17e814668f52d09558652caebeb81b6b9aa4ea5e89f5,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d1e1d47fd236aa8df3d27875f93c3c48ead6584766aa0e968fac2f004181881b,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
7fd064569948122ff3f9b75894844e928bd8fdb637e8fbbb7dea0a84b2f3069d,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
a8e7bd84b415a26babc01ec1206c76183a2cae8cb4d7339fa51b86f8e354eceb,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
94b186e4be7ab6265dfe119a9a9f90e2a46b5c771009e39b1b65f1e0389aa913,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
f839edb7847442631f28ca1d8c0e0daf1aebb9d86f5dbda5b2c58bc53ba88775,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
8b892e36b6a487aa3f86dfa1849ea69f5c0d553a9638da467a629db755ade104,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
42f5bfee2c297b854d9bbf9ccbba1ebe72940939cc3f5c58206ce8877bca2dff,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
fd6f8156a7cf64246363970ba3446f7e88d42d66b70cf2ce8c13a935bb6f13fb,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
86446eff24f59e3b23ed8f828c7f554a29c03a2d72ce0ea2d1e78524f6abbeb0,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
